food_id,restaurant_id,restaurant,name,description,category,dish_type,spice_level,spice_level_raw,food_type,meal_type,dietary_tags,price,price_flag,currency,rating,city,area,image_url,source,veg_status,semantic_text,cuisine,protein,flavor,base
jle1__peach-chiller,jle1,Second Cup Coffee Company - Zahoor Elahi Road,PEACH Chiller,"PEACH Chiller is a beverage item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Fruit Chillers menu.",Fruit Chillers,,none,0,beverage,anytime,vegetarian,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/21498948.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"PEACH Chiller — Fruit Chillers category, beverage dish, vegetarian, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",Cafe,none,unknown,beverage
jle1__peach-soda,jle1,Second Cup Coffee Company - Zahoor Elahi Road,PEACH SODA,"PEACH SODA is a beverage item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Italian Sodas menu.",Italian Sodas,beverage,none,0,beverage,anytime,none,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/21788067.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"PEACH SODA — Italian Sodas category, beverage dish, vegetarian status unclear, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",Italian,none,unknown,beverage
jle1__pistachio-cream,jle1,Second Cup Coffee Company - Zahoor Elahi Road,Pistachio Cream,"Pistachio Cream is a beverage item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Shakes menu.",Shakes,beverage,none,0,beverage,anytime,vegetarian,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/jle1/product/309d810a-e46f-43c4-955b-818446812159.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Pistachio Cream — Shakes category, beverage dish, vegetarian, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",Cafe,none,creamy,beverage
jle1__raspberry-soda,jle1,Second Cup Coffee Company - Zahoor Elahi Road,RASPBERRY SODA,"RASPBERRY SODA is a beverage item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Italian Sodas menu.",Italian Sodas,beverage,none,0,beverage,anytime,none,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/21788121.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"RASPBERRY SODA — Italian Sodas category, beverage dish, vegetarian status unclear, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",Italian,none,unknown,beverage
jle1__strawberry-chiller,jle1,Second Cup Coffee Company - Zahoor Elahi Road,STRAWBERRY Chiller,"STRAWBERRY Chiller is a beverage item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Fruit Chillers menu.",Fruit Chillers,,none,0,beverage,anytime,vegetarian,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/21498946.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"STRAWBERRY Chiller — Fruit Chillers category, beverage dish, vegetarian, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",Cafe,none,unknown,beverage
jle1__strawberry-soda,jle1,Second Cup Coffee Company - Zahoor Elahi Road,STRAWBERRY SODA,"STRAWBERRY SODA is a beverage item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Italian Sodas menu.",Italian Sodas,beverage,none,0,beverage,anytime,none,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/21788063.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"STRAWBERRY SODA — Italian Sodas category, beverage dish, vegetarian status unclear, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",Italian,none,unknown,beverage
jle1__strawberry-banana-smoothie,jle1,Second Cup Coffee Company - Zahoor Elahi Road,Strawberry Banana Smoothie,"Strawberry Banana Smoothie is a beverage item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Smoothies menu.",Smoothies,beverage,none,0,beverage,anytime,vegetarian,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/52254454.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Strawberry Banana Smoothie — Smoothies category, beverage dish, vegetarian, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",Cafe,none,unknown,beverage
jle1__strawberry-and-cream,jle1,Second Cup Coffee Company - Zahoor Elahi Road,Strawberry and Cream,"Strawberry and Cream is a beverage item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Shakes menu.",Shakes,beverage,none,0,beverage,anytime,vegetarian,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/global-menu-service/FP_PK/vendor/jle1/product/ed301849-8bbe-4a52-8651-e18b8b3ed957.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Strawberry and Cream — Shakes category, beverage dish, vegetarian, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",Cafe,none,creamy,beverage
jle1__vanilla-bean-hot-chocolate,jle1,Second Cup Coffee Company - Zahoor Elahi Road,Vanilla Bean Hot Chocolate,"Vanilla Bean Hot Chocolate is a main item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Second Cup Faves menu.",Second Cup Faves,beverage,none,0,main,anytime,vegetarian,995.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/98105571.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Vanilla Bean Hot Chocolate — Second Cup Faves category, main dish, vegetarian, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",unknown,vegetarian,sweet,unknown
jle1__vanilla-bean-latte,jle1,Second Cup Coffee Company - Zahoor Elahi Road,Vanilla Bean Latte,"Vanilla Bean Latte is a beverage item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Europeans menu.",Europeans,beverage,none,0,beverage,anytime,vegetarian,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/52254360.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Vanilla Bean Latte — Europeans category, beverage dish, vegetarian, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",Cafe,none,sweet,beverage
jle1__vanilla-frozen-chocolate,jle1,Second Cup Coffee Company - Zahoor Elahi Road,Vanilla Frozen Chocolate,"Vanilla Frozen Chocolate is a main item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Frrrozen Chocolate menu.",Frrrozen Chocolate,beverage,none,0,main,anytime,none,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/21498857.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Vanilla Frozen Chocolate — Frrrozen Chocolate category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",unknown,unknown,sweet,unknown
jle1__wildberry-chiller,jle1,Second Cup Coffee Company - Zahoor Elahi Road,WILDBERRY Chiller,"WILDBERRY Chiller is a beverage item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Fruit Chillers menu.",Fruit Chillers,,none,0,beverage,anytime,vegetarian,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/52254416.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"WILDBERRY Chiller — Fruit Chillers category, beverage dish, vegetarian, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",Cafe,none,unknown,beverage
jle1__white-frozen-chocolate,jle1,Second Cup Coffee Company - Zahoor Elahi Road,White Frozen Chocolate,"White Frozen Chocolate is a main item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Frrrozen Chocolate menu.",Frrrozen Chocolate,beverage,none,0,main,anytime,none,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/21498862.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"White Frozen Chocolate — Frrrozen Chocolate category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",unknown,unknown,sweet,unknown
jle1__white-mocca,jle1,Second Cup Coffee Company - Zahoor Elahi Road,White Mocca,"White Mocca is a main item from Second Cup Coffee Company - Zahoor Elahi Road, listed under the Europeans menu.",Europeans,,none,0,main,anytime,none,1095.0,,PKR,3.3,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/52254364.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"White Mocca — Europeans category, main dish, vegetarian status unclear, none spice level, anytime meal, served at Second Cup Coffee Company - Zahoor Elahi Road.",unknown,unknown,unknown,unknown
x1wl__beef-seekh-kabab,x1wl,Tabaq - Modeltown,Beef Seekh Kabab,"Beef Seekh Kabab is a main item from Tabaq - Modeltown, listed under the Bar Bq menu.",Bar Bq,bbq,none,0,main,anytime,halal,1625.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158365.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Beef Seekh Kabab — Bar Bq category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,beef,unknown,unknown
x1wl__chargha,x1wl,Tabaq - Modeltown,Chargha,"Chargha is a main item from Tabaq - Modeltown, listed under the Chargha menu.",Chargha,,none,0,main,anytime,halal,1435.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1280103.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chargha — Chargha category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",unknown,unknown,unknown,unknown
x1wl__chicken-achari-boti,x1wl,Tabaq - Modeltown,Chicken Achari Boti,"Chicken Achari Boti is a main item from Tabaq - Modeltown, listed under the Bar Bq menu.",Bar Bq,bbq,mild,1,main,anytime,halal,2211.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/4559078.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Achari Boti — Bar Bq category, main dish, non-vegetarian, halal, mild spice level, anytime meal, served at Tabaq - Modeltown.",unknown,chicken,tangy,unknown
x1wl__chicken-achari-handi,x1wl,Tabaq - Modeltown,Chicken Achari Handi,"Chicken Achari Handi is a main item from Tabaq - Modeltown, listed under the Chicken menu.",Chicken,curry,mild,1,main,anytime,halal,2250.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158396.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Achari Handi — Chicken category, main dish, non-vegetarian, halal, mild spice level, anytime meal, served at Tabaq - Modeltown.",unknown,chicken,tangy,unknown
x1wl__chicken-biryani,x1wl,Tabaq - Modeltown,Chicken Biryani,"Chicken Biryani is a main item from Tabaq - Modeltown, listed under the Rice menu.",Rice,biryani,none,0,main,anytime,halal,924.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1280070.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Biryani — Rice category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,chicken,unknown,rice
x1wl__chicken-boti,x1wl,Tabaq - Modeltown,Chicken Boti,"Chicken Boti is a main item from Tabaq - Modeltown, listed under the Bar Bq menu.",Bar Bq,bbq,none,0,main,anytime,halal,1774.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158810.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Boti — Bar Bq category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,chicken,unknown,unknown
x1wl__chicken-cheese-boti,x1wl,Tabaq - Modeltown,Chicken Cheese Boti,"Chicken Cheese Boti is a main item from Tabaq - Modeltown, listed under the Bar Bq menu.",Bar Bq,bbq,none,0,main,anytime,halal,2250.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158361.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Cheese Boti — Bar Bq category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",unknown,chicken,cheesy,unknown
x1wl__chicken-ginger,x1wl,Tabaq - Modeltown,Chicken Ginger,"Chicken Ginger is a main item from Tabaq - Modeltown, listed under the Chicken menu.",Chicken,,none,0,main,anytime,halal,2124.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1280106.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Ginger — Chicken category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",unknown,chicken,unknown,unknown
x1wl__chicken-handi,x1wl,Tabaq - Modeltown,Chicken Handi,"Chicken Handi is a main item from Tabaq - Modeltown, listed under the Chicken menu.",Chicken,curry,none,0,main,anytime,halal,2086.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1892279.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Handi — Chicken category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",unknown,chicken,unknown,unknown
x1wl__chicken-jalfrezi,x1wl,Tabaq - Modeltown,Chicken Jalfrezi,"Chicken Jalfrezi is a main item from Tabaq - Modeltown, listed under the Chicken menu.",Chicken,,none,0,main,anytime,halal,2174.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158395.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Jalfrezi — Chicken category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",unknown,chicken,unknown,unknown
x1wl__chicken-kabab-masala,x1wl,Tabaq - Modeltown,Chicken Kabab Masala,"Chicken Kabab Masala is a main item from Tabaq - Modeltown, listed under the Chicken menu.",Chicken,bbq,mild,1,main,anytime,halal,2061.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158394.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Kabab Masala — Chicken category, main dish, non-vegetarian, halal, mild spice level, anytime meal, served at Tabaq - Modeltown.",Middle Eastern,chicken,spicy,unknown
x1wl__chicken-karahi,x1wl,Tabaq - Modeltown,Chicken Karahi,"Chicken Karahi is a main item from Tabaq - Modeltown, listed under the Chicken menu.",Chicken,curry,none,0,main,anytime,halal,1649.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158368.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Karahi — Chicken category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,chicken,unknown,unknown
x1wl__chicken-kastoori-boti,x1wl,Tabaq - Modeltown,Chicken Kastoori Boti,"Chicken Kastoori Boti is a main item from Tabaq - Modeltown, listed under the Bar Bq menu.",Bar Bq,bbq,none,0,main,anytime,halal,2250.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/14071784.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Kastoori Boti — Bar Bq category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",unknown,chicken,unknown,unknown
x1wl__chicken-khoya-kabab,x1wl,Tabaq - Modeltown,Chicken Khoya Kabab,"Chicken Khoya Kabab is a main item from Tabaq - Modeltown, listed under the Bar Bq menu.",Bar Bq,bbq,none,0,main,anytime,halal,1849.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158366.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Khoya Kabab — Bar Bq category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",Middle Eastern,chicken,unknown,unknown
x1wl__chicken-makhni,x1wl,Tabaq - Modeltown,Chicken Makhni,"Chicken Makhni is a main item from Tabaq - Modeltown, listed under the Chicken menu.",Chicken,,none,0,main,anytime,halal,2336.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158375.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Makhni — Chicken category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",unknown,chicken,unknown,unknown
x1wl__chicken-malai-boti,x1wl,Tabaq - Modeltown,Chicken Malai Boti,"Chicken Malai Boti is a main item from Tabaq - Modeltown, listed under the Bar Bq menu.",Bar Bq,bbq,none,0,main,anytime,halal,2261.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158363.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Malai Boti — Bar Bq category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,chicken,creamy,unknown
x1wl__chicken-piece,x1wl,Tabaq - Modeltown,Chicken Piece,"Chicken Piece is a main item from Tabaq - Modeltown, listed under the Tabaq Roast menu.",Tabaq Roast,,none,0,main,anytime,halal,811.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1280084.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Piece — Tabaq Roast category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",unknown,chicken,unknown,unknown
x1wl__chicken-reshmi-kabab,x1wl,Tabaq - Modeltown,Chicken Reshmi Kabab,"Chicken Reshmi Kabab is a main item from Tabaq - Modeltown, listed under the Bar Bq menu.",Bar Bq,bbq,none,0,main,anytime,halal,2025.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158359.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Reshmi Kabab — Bar Bq category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,chicken,unknown,unknown
x1wl__chicken-seekh-kabab,x1wl,Tabaq - Modeltown,Chicken Seekh Kabab,"Chicken Seekh Kabab is a main item from Tabaq - Modeltown, listed under the Bar Bq menu.",Bar Bq,bbq,none,0,main,anytime,halal,1749.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158357.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Seekh Kabab — Bar Bq category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,chicken,unknown,unknown
x1wl__chicken-steamed-roast,x1wl,Tabaq - Modeltown,Chicken Steamed Roast,"Chicken Steamed Roast is a main item from Tabaq - Modeltown, listed under the Tabaq Roast menu.",Tabaq Roast,,none,0,main,anytime,halal,1961.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1280102.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Steamed Roast — Tabaq Roast category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",unknown,chicken,unknown,unknown
x1wl__chicken-tawa-masala,x1wl,Tabaq - Modeltown,Chicken Tawa Masala,"Chicken Tawa Masala is a main item from Tabaq - Modeltown, listed under the Tawa Items menu.",Tawa Items,curry,mild,1,main,anytime,halal,2024.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1280109.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Tawa Masala — Tawa Items category, main dish, non-vegetarian, halal, mild spice level, anytime meal, served at Tabaq - Modeltown.",unknown,chicken,spicy,unknown
x1wl__chicken-tawa-piece,x1wl,Tabaq - Modeltown,Chicken Tawa Piece,"Chicken Tawa Piece is a main item from Tabaq - Modeltown, listed under the Tawa Items menu.",Tawa Items,,mild,1,main,anytime,halal,999.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1280110.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Tawa Piece — Tawa Items category, main dish, non-vegetarian, halal, mild spice level, anytime meal, served at Tabaq - Modeltown.",unknown,chicken,unknown,unknown
x1wl__chicken-tikka-masala,x1wl,Tabaq - Modeltown,Chicken Tikka Masala,"Chicken Tikka Masala is a main item from Tabaq - Modeltown, listed under the Chicken menu.",Chicken,bbq,mild,1,main,anytime,halal,1924.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1280107.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Tikka Masala — Chicken category, main dish, non-vegetarian, halal, mild spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,chicken,smoky,unknown
x1wl__chicken-tikka-piece,x1wl,Tabaq - Modeltown,Chicken Tikka Piece,"Chicken Tikka Piece is a main item from Tabaq - Modeltown, listed under the Bar Bq menu.",Bar Bq,bbq,mild,1,main,anytime,halal,837.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158362.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Chicken Tikka Piece — Bar Bq category, main dish, non-vegetarian, halal, mild spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,chicken,smoky,unknown
x1wl__coca-cola-1-5-litre,x1wl,Tabaq - Modeltown,Coca Cola - 1.5 Litre,"Coca Cola - 1.5 Litre is a beverage item from Tabaq - Modeltown, listed under the Beverages menu.",Beverages,beverage,none,0,beverage,anytime,vegetarian,362.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/77682326.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Coca Cola - 1.5 Litre — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Tabaq - Modeltown.",Cafe,none,unknown,beverage
x1wl__coca-cola-500-ml,x1wl,Tabaq - Modeltown,Coca-Cola - 500 ml,"Coca-Cola - 500 ml is a beverage item from Tabaq - Modeltown, listed under the Beverages menu.",Beverages,beverage,none,0,beverage,anytime,vegetarian,199.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/12025043.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Coca-Cola - 500 ml — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Tabaq - Modeltown.",Cafe,none,unknown,beverage
x1wl__coca-cola-can-250-ml,x1wl,Tabaq - Modeltown,Coca-Cola Can - 250 ml,"Coca-Cola Can - 250 ml is a beverage item from Tabaq - Modeltown, listed under the Beverages menu.",Beverages,beverage,none,0,beverage,anytime,vegetarian,311.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/12025042.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Coca-Cola Can - 250 ml — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Tabaq - Modeltown.",Cafe,none,unknown,beverage
x1wl__daal-makhni,x1wl,Tabaq - Modeltown,Daal Makhni,"Daal Makhni is a main item from Tabaq - Modeltown, listed under the Mains menu.",Mains,curry,none,0,main,anytime,vegetarian,711.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158419.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Daal Makhni — Mains category, main dish, vegetarian, none spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,vegetarian,unknown,unknown
x1wl__daal-mash,x1wl,Tabaq - Modeltown,Daal Mash,"Daal Mash is a main item from Tabaq - Modeltown, listed under the Mains menu.",Mains,curry,none,0,main,anytime,vegetarian,636.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158418.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Daal Mash — Mains category, main dish, vegetarian, none spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,vegetarian,unknown,unknown
x1wl__firni-joota,x1wl,Tabaq - Modeltown,Firni Joota,"Firni Joota is a dessert item from Tabaq - Modeltown, listed under the Desserts menu.",Desserts,dessert,none,0,dessert,anytime,vegetarian,225.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158487.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Firni Joota — Desserts category, dessert dish, vegetarian, none spice level, anytime meal, served at Tabaq - Modeltown.",Dessert,vegetarian,unknown,unknown
x1wl__kalonji-naan,x1wl,Tabaq - Modeltown,Kalonji Naan,"Kalonji Naan is a bread item from Tabaq - Modeltown, listed under the Tandoor menu.",Tandoor,,none,0,bread,anytime,none,225.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158464.jpg,foodpanda/deliveryhero aggregator scrape,uncertain,"Kalonji Naan — Tandoor category, bread dish, vegetarian status unclear, none spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,vegetarian,unknown,naan
x1wl__mineral-water-1-5-ltr,x1wl,Tabaq - Modeltown,Mineral Water 1.5 Ltr,"Mineral Water 1.5 Ltr is a beverage item from Tabaq - Modeltown, listed under the Beverages menu.",Beverages,beverage,none,0,beverage,anytime,vegetarian,186.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/73669210.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Mineral Water 1.5 Ltr — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Tabaq - Modeltown.",Cafe,none,neutral,beverage
x1wl__mineral-water-500ml,x1wl,Tabaq - Modeltown,Mineral Water 500ml,"Mineral Water 500ml is a beverage item from Tabaq - Modeltown, listed under the Beverages menu.",Beverages,beverage,none,0,beverage,anytime,vegetarian,113.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/73669480.jpg,foodpanda/deliveryhero aggregator scrape,vegetarian,"Mineral Water 500ml — Beverages category, beverage dish, vegetarian, none spice level, anytime meal, served at Tabaq - Modeltown.",Cafe,none,neutral,beverage
x1wl__mutton-chops,x1wl,Tabaq - Modeltown,Mutton Chops,"Mutton Chops is a main item from Tabaq - Modeltown, listed under the Bar Bq menu.",Bar Bq,,none,0,main,anytime,halal,3774.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158356.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Mutton Chops — Bar Bq category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",unknown,mutton,unknown,unknown
x1wl__mutton-seekh-kabab,x1wl,Tabaq - Modeltown,Mutton Seekh Kabab,"Mutton Seekh Kabab is a main item from Tabaq - Modeltown, listed under the Bar Bq menu.",Bar Bq,bbq,none,0,main,anytime,halal,3024.0,,PKR,3.9,Lahore,Gulberg,https://images.deliveryhero.io/image/fd-pk/Products/1158354.jpg,foodpanda/deliveryhero aggregator scrape,non_vegetarian,"Mutton Seekh Kabab — Bar Bq category, main dish, non-vegetarian, halal, none spice level, anytime meal, served at Tabaq - Modeltown.",Pakistani,mutton,unknown,unknown
